Offset,Length,Type,Text
0x86170,4,code,毒子
0x86180,104,code,\0\s0\1\s0\_s低性能机器杀手结束。\_s\w8\w8\1\n\n……\w8\w8King of 资源吞噬者呢。
0x861F4,81,code,\0\s[20]\1\s0\0……\w8\w8胖了吗？\w8\w8\w8\w8\1\s0……\w8\w8\w8\w8\0\s0\n\n……
0x86250,20,code,\0\s0\1\s0\0唔……
0x86270,14,code,サンバーレイン
0x86288,136,code,\0\s[20]\1\s0\0那个人也变了呢……\w8\w8\1\s0嗯。\w8\w8\n\n以前还会发射光束什么的。\w8\w8\w8\0\s0\n\n……\w8\w8是吗。
0x8631C,6,code,ヒルデ
0x8632C,43,code,\0\s7\1\s0\0又是赤字！\1\s1冷静点！
0x86360,61,code,\0\s7\1\s0\0你真是非常规啊！\1\s1冷静点！
0x863A8,55,code,\0\s7\1\s0\0别老用卡拉萨瓦！\1\s1冷静点！
0x863E8,63,code,\0\s0\1\s0\1%mp啊……\w8\w8一切都那么怀念。\w8\w8\0\s[20]……
0x86430,46,code,\0\s4\1\s0\0你在慌慌张张地切换什么啊……
0x86468,69,code,\0\s7\1\s0\0啊，别再慌慌张张地切换了！\1\s1冷静点！
0x864B8,2,code,黑
0x864C4,34,code,\0\s0\1\s0\0……\w8\w8不黑吧？
0x86508,10,code,笨小樱
0x8651C,27,code,\0\s0\1\s0\_s笨——。\_s\w8
0x86540,14,code,凸小樱冬装
0x86558,14,code,凸小樱夏装
0x86570,10,code,凸小樱
0x86584,27,code,\0\s0\1\s0\_s凸——。\_s\w8
0x865A8,45,code,\0\s0\1\s0\0……\w8好。\w8\w8\n\n怎么样？
0x86638,39,code,\0\s[22]\1\s0……\w8\w8睡得真香呢……
0x86668,35,code,\0\s[22]\1\s0干嘛，慌慌张张的……
0x86694,23,code,\0\s[21]\1\s0\0唔……
0x866B4,41,code,\0\s[26]\1\s3……\w8\w8这个还挺重的。
0x866E8,61,code,\0\s[22]\1\s0……\w8\w8\w8\w8被冷落了，看起来很寂寞呢。
0x86748,151,code,\0\s0……\w8\w8那是一种叫伊塔尔病的病。\w8\w8\w8\n\n一旦患上伊塔尔病，面部的五官就无法正常排列了……\n\n\1\s1……！
0x867E8,8,code,木野薰
0x867FC,44,code,\1\s1木野薰只有我一个就够了。\w8\w8\0\s0……
0x86834,10,code,石松葛兹
0x86848,72,code,\0\s1……\w8\w8最好别太接近葛兹……\w8\w8\1\s0太危险了。
0x868AC,74,code,\0\s8……\w8\w8那种铁狗我才不要。\w8\w8\1\s0……\w8\w8总有一天会被捅的。
0x86910,113,code,\0\s[20]有那玩意儿的人大概都以为自己既能干又时髦吧。\w8\w8\1\s0……\w8\w8这不是偏见吗。
0x8698C,8,code,赤崛悟
0x869A0,10,code,仙境传说
0x869B4,35,code,\0\s0……\w8\w8\n\n不予置评。
0x869E0,8,code,海原雄山
0x869F4,159,code,\0\s0明明一开始只是个傻乎乎的美食家老爹而已。\w8\w8\1\s0不知不觉就变得像圣人一样了。\w8\w8\0\s8\n\n那漫画里成长最多的，好像就是他了……
0x86A9C,22,code,\0\s0……\w8\w8\s4嗯？
0x86AE8,2,code,
0x86B00,2,code,
0x86B6C,33,code,Value: \0\s8……\w8\w8\1\s0……\e
0x86E30,2,code,う
0x86E3C,2,code,く
0x86E48,2,code,す
0x86E54,2,code,つ
0x86E60,2,code,む
0x86E6C,2,code,る
0x86FC8,6,code,等身大
0x86FD8,10,code,手办
0x86FEC,10,code,在一起
0x87000,10,code,抱枕
0x87014,18,code,发现！拓麻歌子
0x87170,6,code,制作所
0x87180,6,code,俱乐部
0x87190,2,code,屋
0x87458,6,code,新世纪
0x87468,8,code,骑士
0x8747C,8,code,钢铁天使
0x87490,8,code,哒哒
0x874A4,4,code,太郎
0x874B4,8,code,Di Gi 
0x874C8,4,code,行杀
0x874D8,2,code,组
0x874E4,10,code,会做的哦
0x874F8,6,code,啊啊
0x87508,6,code,大人
0x87518,8,code,一点点
0x8752C,10,code,阿滋漫画
0x87540,14,code,天使
0x87558,8,code,领域
0x8756C,16,code,魔卡少女
0x87588,2,code,A
0x875A4,10,code,超时空要塞
0x875B8,8,code,机动战士
0x8DDD4,64,code,\1\s1少佐，光束兵器对他无效！\w8\n\n以光束为主的那个
0x8DE20,25,code,的话……\0\s1别吵了。
0x8DE60,2,code,な
0x8DE6C,44,code,光靠这个也有活不下去的时候哦……
0x8DEC0,19,code,\0\s0乌纽是\n\n
0x8DEDC,11,code,\w4「急则
0x8DEF0,5,code,」\w4
0x8DF00,5,code,\w4「
0x8DF10,10,code,笑的人会因
0x8DF24,11,code,而哭泣」\w4
0x8DF38,19,code,\w4「人间万事塞翁失
0x8DF54,23,code,\w4「隔墙有耳，隔障有
0x8DF74,15,code,\w4「笑门来
0x8DF8C,13,code,\w4「车薪
0x8DFA4,8,code,死
0x8DFB8,11,code,留」\w4
0x8DFCC,59,code,\n\n这句谚语，你知道吗？\w8\w8\1\s0……\w8\w8第一次听说。
0x8E010,11,code,\1\s1上吧，
0x8E024,56,code,！\w8全推进型的话能行！\w8\w8\0\s1……\w8\w8嗯。
0x8E068,23,code,\0\s1死诸葛往活
0x8E088,39,code,的屁股里塞棍子。\1\s0别塞啊。
0x8E0B8,9,code,\0\s1合成
0x8E0CC,69,code,果然还是差一点呢。\w8\w8\1\s0嘛，跟天然的比的话……
0x8E11C,83,code,\0\s[20]最近假面骑士，好像用卡片战斗的。\w8\w8\1\s0……\w8\w8唔。
0x8E178,44,code,\0\s7别小看扎古莱罗！\1\s1冷静点！
0x8E1B0,2,code,る
0x8E1BC,2,code,い
0x8E1C8,7,code,\0\s1「
0x8E1D8,71,code,不会感冒」，真的吗。\w8\w8\1\s0……\w8\w8这有点微妙呢。
0x8E23C,16,code,的梦想是，
0x8E258,46,code,好像是百人斩。\w8\w8\1\s0……\w8\w8唔。
0x8E290,46,code,\1\s0哦——\w8快\w2长大吧。\w8\w8\0\s1……
0x8E2C8,9,code,一天
0x8E2DC,77,code,不睡8小时以上眼睛会出血。\w8\w8\1\s0……\w8\w8真脆弱呢。
0x8E334,58,code,\0\s7我觉得一定要有色色的内容才行。\1\s1冷静点！
0x8E394,49,code,\0\s[20]最近有传言说\w4「给暗恋对象送印自己名字的
0x8E3D0,2,code,
0x8E3DC,22,code,就能两情相悦」
0x8E3FC,19,code,两人会当场暴毙」
0x8E418,22,code,对方会脑死亡」
0x8E438,16,code,首都会被歼灭」
0x8E454,26,code,会引发第二次冲击」
0x8E478,32,code,。\w8\w8
0x8E4A4,31,code,\1\s0……\w8\w8又是谎话味十足。
0x8E4CC,2,code,
0x8E4D8,2,code,」
0x8E4F0,2,code,に
0x8E4FC,22,code,送这个不太好吧」
0x8E51C,47,code,\1\s0……\w8\w8不，确实有点那个吧。
0x8E554,64,code,\1\s0假面\w8骑\w2士\w8阿\w4基\w4托。\w8\w8\0\s[20]……
0x8E5A0,126,code,\s0玛贝特桑，\w8\s1玛贝特桑，\w8\s0玛贝特桑，\w8\s1玛贝特桑，\w8\s7玛贝特桑——！\1\s1冷静点！
0x8E628,56,code,\1\s0和扎古是不同的，和扎古。\w8\w8\0\s0因为是蓝色的嘛。
0x8E66C,57,code,放到中间\w8\_s按下开关。\_s\w8\w8\0\n\n\1\n\n\0
0x8E6B0,37,code,放到中间\w8\_s按下开关。\_s
0x8E6E0,56,code,\1\s1配合问话太麻烦了，我先告辞了。\0\s4……
0x8E724,119,code,\0\s1\w8\w8「前写真女郎」\w8这个头衔，感觉挺像拷问的……\w8\w8\1\s0……\w8\w8别这么说啊。
0x8E7A4,7,code,\0\s4「
0x8E7B4,4,code,」
0x8E7C4,79,code,日元在甩卖。\n\n\w8\w8\1\s0……\w8\w8潮流这东西真是诸行无常呢。
0x8E82C,38,code,\0\s[20]少年犯罪多发的原因，就在于
0x8E85C,43,code,。\w8\w8\1\s0……\w8\w8唔。
0x8E890,82,code,\1\s0高达不是在天上飞的……\w8\w8\0\s0只是在跳而已……
0x8E8EC,145,code,刺死的人生，是怎样的呢。\w8\w8\1\s0……\w8\w8对某些人来说，这也是一种幸福吧。\w8\w8\w8\w8\0\n\n……\w8\w8乌纽好成熟啊。
0x8E988,58,code,\0\s0说到秋天就是赏红叶。\w8\w8\w8\w8\n\n说到冬天就是\w4
0x8E9CC,49,code,狩猎呢。\w8\w8\1\s0……\w8\w8我不太明白。
0x8EA18,18,code,\0\s1……\w8最近，
0x8EA34,41,code,的行为有点反常呢。\w8\w8\1\s0……\w8\w8
0x8EA68,82,code,有传闻说和他闹翻了。\w8\w8\0\n\n……\w8\w8是不是受到什么压力了。
0x8EAC4,21,code,\0\s0今天也要狠狠地
0x8EAE4,6,code,哦！
0x8EAF4,4,code,！
0x8EB04,12,code,借钱哦！
0x8EB1C,12,code,减产哦！
0x8EB34,16,code,交易期货哦！
0x8EB50,16,code,喷洒农药哦！
0x8EB78,2,code,
0x8EB84,82,code,好像是因为吃太多死掉了。\w8\w8\1\s0……\w8\w8这就是所谓的\w8富贵病吧。
0x8EBE0,2,code,和
0x8EBEC,108,code,关系不错呢，真好啊。\w8\w8\1\s0……\w8\w8\n\n嘛，只是表面上罢了。\w8\w8\0\s1\n\n……\w8\w8嗯？
0x8EC64,26,code,之所以受欢迎，果然还是
0x8EC88,2,code,だ
0x8EC94,45,code,吧。\w8\w8\1\s0……\w8\w8怎么回事呢。
0x8ECF0,37,code,。\w8\w8\1\s0……\w8\w8不能继承呢。
0x8ED20,10,code,每天不抱着
0x8ED34,56,code,抱枕自慰一次就觉得不痛快。\w8\w8
0x8ED78,30,code,不这样就不舒服。\w8\w8
0x8EDA0,35,code,\1\s0……\w8\w8那家伙，有病呢……
0x8EDDC,12,code,喂，把壶送到
0x8EDF4,88,code,大人那里去吧……\w8\w8\n\n那个壶……\w8可是\w2好东西\w2……\w8啊！\0\s[20]……
0x8EE58,18,code,坏掉的罪魁祸首，是
0x8EE74,18,code,说不定呢……
0x8EE9C,63,code,说是两用呢。\w8\w8\1\s0……\w8\w8不，意思不太。
0x8EEE4,8,code,高桥名人
0x8EEF8,8,code,毛利名人
0x8EF0C,55,code,\0\s0剥煮鸡蛋的壳，还挺费劲的呢。\w8\w8
0x8EF4C,21,code,\1\s0嗯—\w8\w8\n\n找
0x8EF6C,14,code,的话，能以每秒
0x8EF84,40,code,个的速度帮你剥。\w8\w8
0x8EFB8,38,code,\0\s[20]\n\n……\w8\w8要不拜托一下……
0x8EFE8,95,code,借走的CD还回来时总是划痕累累的。\w8\w8\1\s0……\w8\w8这样会没朋友的呢。
0x8F050,4,code,喂，
0x8F060,8,code,大人，把
0x8F074,32,code,送过去吧……\w8\w8\n\n那个
0x8F0A0,45,code,是……\w8好东西\w4……！\w8\w8\0\s0……
0x8F0D8,51,code,\1\s0很久很久以前，\w4在某地，\w4住着一个老爷爷和
0x8F114,70,code,。\w8\w8\w8\w8\0\s1……\w8\w8诶？\w8\n\n[half]结束了？
0x8F164,14,code,真的特别喜欢
0x8F17C,22,code,呢。\w8\w8
0x8F19C,49,code,\1\s0……\w8\w8那是心理创伤造成的吧。\w8\w8
0x8F1D8,26,code,\0\n\n……\w8\w8心理创伤？
0x8F1FC,77,code,在家基本穿运动服的。\w8\w8\1\s0……\w8\w8真是没梦想没希望。
0x8F254,73,code,在空我里就是紫色形态吧。\w8\w8\1\s0……\w8\w8因为动作很沉重。
0x8F2A8,65,code,在空我里就是蓝色形态吧。\w8\w8\1\s0……\w8\w8因为喜欢棍子。
0x8F2F4,67,code,在空我里就是绿色形态吧。\w8\w8\1\s0……\w8\w8因为容易累。
0x8F340,77,code,在空我里就是红色形态吧。\w8\w8\1\s0……\w8\w8哎，这么一说倒也是……
0x8F398,67,code,在空我里就是黑色形态吧。\w8\w8\1\s0……\w8\w8因为出场少。
0x8F3E4,71,code,\0\s[20]听说现在的吸尘器可以单手拿起来。\w8\w8\1\s0……\w8\w8唔。
0x8F434,77,code,一上车，玻璃瞬间起雾。\w8\w8\1\s0……\w8\w8真是讨厌的话题。
0x8F48C,22,code,在界登顶后仍「
0x8F4AC,65,code,」说着，一生都没有松懈修行。\n\n\w8\w8\1\s0……
0x8F504,24,code,要攻略的话，果然还是
0x8F528,53,code,我觉得很重要……\w8\w8\1\s0……\w8\w8唔。
0x8F574,11,code,\0\s0听说
0x8F588,16,code,出「The King of 
0x8F5A4,34,code,」这款游戏了呢。\w8\w8
0x8F5D0,4,code,「
0x8F5F0,15,code,\1\s0……\w8\w8
0x8F608,17,code,\0\s0\n\n演示中
0x8F624,2,code,，
0x8F630,16,code,那一队和\w8\w8
0x8F64C,40,code,那一队在对战来着……\w8\w8\n\n
0x8F680,14,code,还会喷火，
0x8F698,18,code,还会吐毒气，
0x8F6B4,32,code,吐出了蓝色凝胶状液体，
0x8F6E0,6,code,徒手
0x8F6F0,16,code,砍头，
0x8F70C,16,code,杀人，
0x8F728,38,code,喷射着青白色液体死去，
0x8F758,36,code,内脏四溅，身体被炸得粉碎，
0x8F788,28,code,衣服被撕破变成半裸，
0x8F7B0,34,code,用气势弹开MEGA粒子炮的炮弹，
0x8F7DC,28,code,把殖民卫星仍到地球上，
0x8F804,24,code,感觉超厉害的呢。
0x8F828,34,code,\1\n\n……\w8\w8这样真的没问题吗。
0x8F854,36,code,\0\s4\1\s1\0\_s哈！\_s\w8\w8\0\n\n
0x8F884,8,code,现象……
0x8F898,108,code,\0\s0乌纽。\w8\w8\1\s0嗯？\w8\w8\w8\w8\0\n\n别浪费资源啊。\w8\w8\1\n\n……\w8\w8真啰嗦。
0x8F910,93,code,好像分不清矿泉水和自来水。\w8\w8\1\s0……\w8\w8真省钱啊。
0x8F998,25,code,\0\s0本周的幸运星座是
0x8F9BC,34,code,座。\w8\w8\n\n「走在街上会和
0x8F9E8,37,code,有一次美好的邂逅！」\w8据说。
0x8FA18,45,code,\1\s0……\w8\w8那真的算幸运吗。
0x8FA50,9,code,\1\s0……
0x8FA64,26,code,\0\s[20]据说百服宁一半由
0x8FA88,47,code,构成。\w8\w8\1\s0……\w8\w8唔。
0x8FAC0,81,code,\0\s[20]据说百服宁一半由怨念构成。\w8\w8\1\s0……\w8\w8唔。
0x8FB1C,28,code,\0\s[20]据说百服宁一半以上由
0x8FB44,106,code,去了海边，每天都是堆沙堡又拆\w4堆沙堡又拆。\w8\w8\1\s0……\w8\w8病得不轻。
0x8FBB8,32,code,\1\s1最终降临。\0\s4……
0x8FBE4,18,code,\1\1小樱，那是
0x8FC00,32,code,的卡片啊！\0\s[20]别吵了。
0x8FC2C,111,code,的自动门，据说夹到手臂的话会直接拧断。\w8\w8\1\s0……\w8\w8设计失误。
0x8FCC4,39,code,滚回神户山里去！\1\s1冷静点！
0x8FCF4,35,code,是用来做什么的卡片？\w8\w8\1\s0
0x8FD20,28,code,，就是……\w8\w8\n\n插在
0x8FD48,51,code,里的卡片。\w8\w8\0\s0\n\n……\w8\w8插入？
0x8FD84,10,code,\0\s[20]「
0x8FD98,26,code,」的初回特典呢……\w8\w8
0x8FDBC,15,code,\1\s0据说「
0x8FDD4,28,code,A3海报」。\w8\w8
0x8FDFC,30,code,闹钟」。\w8\w8
0x8FE24,28,code,草帽」。\w8\w8
0x8FE4C,21,code,\1\s0据说「安CD-R
0x8FE6C,28,code,件套装」。\w8\w8
0x8FE94,43,code,\1\s0总之是「一年份牛奶」。\w8\w8
0x8FEC8,31,code,\0\s4\n\n……\w8\w8不需要……
0x8FEF0,15,code,\0\s0……\w8\w8
0x8FF08,61,code,八面玲珑不值得信任呢。\w8\w8\1\s0……\w8\w8嗯。
0x8FF5C,28,code,是怎么回事啊。\w8\w8
0x8FF84,19,code,\1\s0嘛……\w8\w8
0x8FFA0,6,code,之类，
0x8FFB0,32,code,就是像那样的吧。\w8\w8
0x8FFDC,40,code,\0\n\n……\w8\w8不太明白呢。
0x90010,15,code,\0\s0乌纽是
0x90028,119,code,喜欢吗？\w8\w8\1\s0嘛，喜欢。\w8\w8\0\n\n……\w8\w8哼。\w8\w8\w8\w8\1\n\n……\w8\w8什么啊，这没结论的对话。
0x900A8,117,code,喜欢吗？\w8\w8\1\s0讨厌。\w8\w8\0\n\n为什么？\w8\w8\w8\w8\1\n\n……\w8\w8眼神可怕。\w8\w8\0\n\n……\w8\w8眼神？
0x9013C,4,code,面包
0x9014C,6,code,乌冬面
0x9015C,4,code,荞麦
0x9016C,51,code,\0\s0乌纽，你小时候都吃些什么？\w8\w8
0x901A8,19,code,\1\s0嗯……\w8\w8\n
0x901C4,28,code,这类的东西我经常吃呢。\w8\w8
0x901EC,19,code,\0\n\n……\w8\w8\s1
0x90208,2,code,？
0x90214,84,code,\1\s0那个阶段，\w8\w8我可没经历过……\w8\w8\0\s1\n\n……\w8\w8毕竟是怪物嘛……
0x90274,25,code,\1\s0肚子饿了……\w8\w8
0x90298,44,code,\0\s0嗯。\w8\w8\n乌纽，你想吃什么？\w8
0x902E0,8,code,。\w8\w8
0x902F4,43,code,\0\s4\n\n……\w8\w8那不是吃的哦。
0x90334,2,code,的
0x90340,87,code,能看到幽灵。\w8\w8\1\s0……\w8\w8\w8\w8\0\s7\n\n小心！\1\s1\n\n冷静点！
0x903A0,64,code,\0\s1……\w8\w8保姆好像看到了。\w8\w8\1\s0……\w8\w8唔。
0x90404,90,code,在雅虎拍卖转卖后，受了全治3个月的重伤。\w8\w8\1\s0……\w8\w8为什么会受伤啊。
0x90468,29,code,\0\s0为对抗移动电话，推出移动
0x90490,63,code,怎么样？\w8\w8\1\s0……\w8\w8这真的能对抗吗。
0x904D8,40,code,\1\s1\_q哈啊 (*'Д｀*) 哈啊\_q\0\s4……
0x90524,116,code,\1\s0小樱会做饭吗？\w8\w8\0唔，\w4\s1嗯……\w8\w8会啊。\w8\w8\1比如？\w8\w8\0\n\n嗯……\w8
0x905A4,22,code,烤之类的。\w8\w8\w8\w8
0x905C4,22,code,腌之类的。\w8\w8\w8\w8
0x905E4,24,code,咖喱之类的。\w8\w8\w8\w8
0x90608,24,code,米饭之类的。\w8\w8\w8\w8
0x9062C,28,code,\1\n\n……\w8\w8什么啊。
0x90654,49,code,\0\s0乌纽打过工吗？\w8\w8
0x90690,6,code,燃烧
0x906A0,4,code,驱除
0x906B0,4,code,狩猎
0x906C0,10,code,的甩卖
0x906D4,4,code,配送
0x906E4,6,code,滚动
0x906F4,30,code,\1\s0嗯。\w8\n嗯——，\w8\w8
0x9071C,26,code,之类的，常做。\w8\w8
0x90740,16,code,\0\n\n……\w8\w8
0x9075C,30,code,摊贩之类的，常摆。\w8\w8
0x90784,88,code,\1\s0嗯。\w8\n嗯——，\w8\n居然和这么可爱的女孩子进行生殖活动，真够胆。\0\s7\n\n滚回去！
0x907E8,45,code,让人心动吗？\w8\w8\1\s0是挺让人心动的。
0x90834,78,code,\0\s0振动控制器听说过吧。\w8\w8\1\s0嗯。\w8\w8\0\n\n那类似的，振动
0x9088C,81,code,怎么样？\w8\w8\1\n\n……\w8\w8不是，\w8问我怎么样我也不懂说啥啊……
0x908E8,34,code,听说想按养殖大恶魔的方法养殖
0x90914,103,code,来着。\w8\w8\1\s0嗯。\w8\w8\0\n\n现在好像全养死了。\w8\w8\1\n\n……
0x90984,55,code,\1\1小樱，那是令人扫兴的库洛牌搞的鬼！\0\s4……
0x909C4,31,code,的库洛牌搞的鬼！\0\s4……
0x909EC,136,code,\0\s0把铝箔纸放进微波炉很有意思呢。\w8\w8\1\s0……\w8\w8\w8\w8\w8\w8\0\s1\n\n噼里啪啦。\1\n\n\s1不好玩！
0x90A80,77,code,据说周日基本上都在自慰。\w8\w8\1\s0……\w8\w8真糟糕。
0x90AD8,106,code,\0\s0米饭上浇咖喱就是咖喱饭，\w8\n乌冬面上浇咖喱就是咖喱乌冬面。\w8\w8\w8\w8\n\n那么，
0x90B4C,24,code,浇上咖喱就变成了咖喱
0x90B70,15,code,\1\s1别浇啊。
0x90B98,90,code,\0\s1麦当劳叔叔因为拐走幼女被撤职了。\w8\w8\1\s0……\w8\w8真是没梦想没希望。
0x90BFC,56,code,\1\s0但是，只有飞机请饶了我。\w8\w8\0……\w8\w8\s1嗯？
0x90C40,44,code,把传家宝壶给鉴定师看结果被嘲笑了，现在正在
0x90C78,91,code,附近一脸死鱼眼的表情晃来晃去。\w8\w8\1\s0……\w8\w8好心酸啊。
0x90CDC,33,code,立即退去！\1\s1冷静点！
0x90D08,70,code,\1\s1救，救命啊夏亚少佐！\w8\w8交不起房租了！\0\s0滚。
0x90D58,34,code,收到了手工便当。\w8\w8
0x90D84,10,code,的手制
0x90D98,20,code,送到了。\w8\w8
0x90DB8,23,code,\1\s0……\w8\w8什么啊。
0x90DD8,19,code,\0\s0听说最近「
0x90DF4,88,code,动作人偶」\w4很受欢迎。\w8\w8\1\s0……\w8\w8什么啊。
0x90E68,14,code,\0\s[20]野生的
0x90E80,35,code,还存在吗。\w8\w8\1\s0
0x90EAC,93,code,据说也有人在大楼后面看到过。\w8\w8\w8\w8\0\n\n……\w8\w8\s0去看看……
0x90F14,58,code,\0\s7透过高达的装甲感受杀气吧！\1\s1冷静点！
0x90F58,6,code,
0x90F68,56,code,好像有破坏技师2级执照。\w8\w8\1\s0……\w8\w8
0x90FAC,64,code,\0\s7心脏跳个不停什么的别一直傻乎乎的了！\1\s1冷静点！
0x90FF8,77,code,好像信用卡审查没过。\w8\w8\1\s0……\w8\w8好心酸啊。
0x91060,7,code,\0\s0「
0x91070,123,code,免进」的公寓听说过吧。\w8\w8\1\s0嗯。\w8\w8\0\n\n为什么不给进呢？\w8\w8\1\n\n……\w8\w8因为会打扰邻居。
0x910F4,163,code,\0\s3常听见有人说\w8「我又没做什么坏事」\w8之类的话。\w8\w8\1\s0嗯。\w8\w8\0\n\n但也没做什么好事就是了。\w8\w8\1\s0\n\n……\w8\w8唔。
0x911A0,67,code,能杀人吗？\w8\w8\1\s0……\w8\w8嘛，这得看怎么用了。
0x911FC,14,code,\0\s[20]下月
0x91214,8,code,号起，
0x91228,2,code,有
0x91234,20,code,活动哦。\w8\w8
0x91254,22,code,票哦。\w8\w8
0x91274,41,code,\1\s0……\w8\w8来路不明的活动呢。
0x912B8,107,code,只要有的话，就能活下去。\w8\w8\n\n我就是这么想的。\w8\w8\0\s0……\w8\w8那便是悲剧的开端。
0x9132C,61,code,\1\s0你曾是个好朋友……\w8\w8\w8\w8\n\n\s1但你的\w4
0x91374,35,code,就不对了！\0\s0别吵了。
0x913A0,53,code,那套假装朋友的过家家，真是让人受够了。\w8\w8\1\s0……
0x913E0,9,code,\0\s0听说
0x913F4,114,code,卡」积分卡服务好像要推出了。\w8\w8\1\s0嗯。\w8\n\n攒够了有什么好事吗？\w8\w8
0x91470,43,code,\0\n\n\s[20]呃……\w8\n\n50积分可以换「
0x914A4,74,code,闹钟」。\w8\w8\w8\w8\1\n\n……\w8\w8那真的是闹钟吗。
0x914F8,44,code,\0\n\n\s[20]呃……\w8\n\n100积分可以换「
0x91530,74,code,抱枕」。\w8\w8\w8\w8\1\n\n……\w8\w8那真的是枕头吗。
0x91584,61,code,不会产生导致蛀牙的酸。\w8\w8\1\s0……\w8\w8唔。
0x915E0,30,code,\0\s1幽灵的\w8真面目\w8\s7
0x91608,14,code,！\1\s02点。
0x91620,57,code,\1\s1我觉得做那种色色的事情是不对的。\0\s[20]别吵了。
0x91664,81,code,坐电车也绝不抓吊环。\w8\w8\1\s0……\w8\w8唔。
0x916C0,67,code,基本不用鼻子呼吸。\w8\w8\1\s0……\w8\w8唔。
0x9170C,2,code,う
0x91718,2,code,く
0x91724,2,code,す
0x91730,2,code,つ
0x9173C,2,code,む
0x91748,22,code,\0\s[20]乌纽，
0x91768,101,code,完全指南这本书，你知道吗？\w8\w8\1\s0……\w8\w8不。\w8\w8\0\n\n那个，有点想读读看……
0x917D8,13,code,\0\s4果然还是
0x917F0,30,code,路线比较好呢。\w8\w8
0x91818,23,code,的最后一句话，\w8「
0x91838,27,code,」\w8。\w8\w8
0x9185C,33,code,\1\s0……\w8\w8真是个难受的死法。
0x91888,89,code,\0\s[20]前几天，我去逛了趟庙会。\w8\w8\1\s0嗯。\w8\w8\0\s3\n\n那里有个\w8「捞
0x918EC,93,code,」\w8的摊位……\w8\w8\1\n\n……\w8\w8\0\n\n感觉有些不祥，就赶紧溜掉了。
0x91954,42,code,\0\s7活着到达肠道！\1\s1冷静点！
0x91988,30,code,\0\s[20]天气预报说，明天
0x919B0,6,code,概率是
0x919C0,39,code,%。\w8\w8\1\s0……\w8\w8唔。
0x919F0,24,code,\1\s0原来……\w8我刚才说
0x91A14,155,code,不是正常人……\w8\w8这种思考方式不知不觉就变成了一种反感……\n\n\w8\w8这就是……\w8\s1所谓的Oldtype吗！？\0\s0真啰嗦。
0x91AB8,6,code,「谎言
0x91AC8,2,code,「
0x91AD4,8,code,大将军」
0x91AE8,12,code,暗黑大僧正」
0x91B00,8,code,「里千家
0x91B14,14,code,的头衔很符合
0x91B2C,37,code,这样的呢。\w8\w8\1\s0……\w8\w8唔。
0x91B5C,50,code,\1\s1我可是封印的魔兽刻耳柏洛斯！\0\s0真啰嗦。
0x91B98,31,code,\0\s0乌纽，「恋爱总是
0x91BC0,86,code,」这本书，你知道吗？\w8\w8\1\s0……\w8\w8不是「突然」吗？\w8\w8\0\[20]\n\n不，
0x91C20,28,code,那边。\w8\w8\1\n\n不，「
0x91C48,28,code,是你那边」吧你个混蛋……
0x91C70,81,code,是公敌！\w8\w8\1\s1找到了就揍！\w8\w8\0\n\n群体的话能赢！
0x91CCC,14,code,cosplay成
0x91CE4,32,code,风评相当差呢。\w8\w8
0x91D10,49,code,\0\s0……\w8\w8做之前就大概能猜到吧。
0x91D70,2,code,。
0x91D7C,2,code,！
0x91D88,4,code,！
0x91D98,39,code,过家家吧。\w8\w8\1\s0行啊。\w8\w8
0x91DEC,55,code,\w8\w8\w8\w8\0\s0\n\n……\w8\w8技术进步了呢，乌纽。
0x91E2C,52,code,\0\s7那种大人，我来教训他！\1\s1冷静点！
0x91E6C,62,code,\0\s7别因为是色情动画就偷工减料！\1\s1冷静点！
0x91EB4,124,code,\0\s[20]听说东京迪士尼乐园地下有%mh的总部。\w8\w8\1\s1……\w8\w8这么说米奇就是守护者咯……！
0x91F3C,52,code,\0\s7别事后装模作样地解说！\1\s1冷静点！
0x91F7C,101,code,不论被问起什么，都只会回答「你也是嘛」。\w8\w8\1\s0……\w8\w8感觉不太聪明的样子。
0x91FEC,68,code,\0\s[20]果然，打雷的时候还是关电源比较好吧。\w8\w8
0x9203C,27,code,\1\s0听说在机子和插座间夹个
0x92060,48,code,就没问题了。\w8\w8
0x9209C,35,code,\0\s0\n\n……\w8\w8试试看……
0x920C8,81,code,基本只买打折商品。\w8\w8\1\s0……\w8\w8真是省钱高手啊。
0x92124,79,code,被DualShock的震动弄骨折了。\w8\w8\1\s0……\w8\w8真没出息啊。
0x9217C,78,code,总不能一直白吃白喝下去吧。\w8\w8\1……\w8\w8是啊。
0x921D4,67,code,被手机的来电震动弄骨折了。\w8\w8\1\s0……\w8\w8真没出息啊。
0x92220,18,code,\0\s[20]前几天看见
0x9223C,139,code,在吉野家门口徘徊，一副想进又不敢进的样子。\w8\w8\1\s0……\w8\w8嘛，某种意义上，算是同类相食吧。\w8\w8\0\n\n……\w8\w8嗯？
0x922D0,42,code,为了对抗Jangara拉面计划推出一款「Jangara
0x92304,63,code,」。\w8\w8\1\s0……\w8\w8Jangara？
0x9234C,77,code,舔电池被电到住院了。\w8\w8\1\s0……\w8\w8真没出息啊。
0x923A4,87,code,被自动检票机关闭的闸门夹骨折了。\w8\w8\1\s0……\w8\w8真没出息啊。
0x92404,14,code,\0\s[20]昨天，
0x9241C,10,code,家快递收到
0x92430,24,code,个。\w8\w8
